Title,Plot_clean,Genre_list
Bustin' Chops: The Movie,movie start year stuntman eugene koekemoer crew misfit stuntmen left world fame stunt tv show started work regular job everybody seems well except eugene devise way get whole crew back follow one time road fame doesnt end eugene plan make stunt movie show steven spielberg visit south africa course ensures chaos lot laughout load stunt steven spielberg isnt big movie producer eugene list also get tuff movie mogul jonathan pienaar involved make thing interesting eugene meet jonathan pienaar tell whole story producing newest south african stunt film story evolves audience shown bit stunt eugene crew performed film jonathan intrigued plot thickens eugene employ every resource get movie sold follow eugene crew journey blood pain sorrow attempt pull biggest con history,['Comedy']
Jackpot the Movie,three repo guy accidentally steal car girl money trunk little know owned two insane hitman need find way give car back save girl without getting killed process,"['Action', 'Crime']"
Senior Cut Day: The Movie,government take homeless people small town throw wood year homeless living wood become deadly scavenger one day group kid decides cut school end breaking wood homeless people senior must fight survive make night,"['Action', 'Horror', 'Thriller']"
A Horror Movie,six teen head cabin wood fun celebration night quickly turn danger murder cliche,"['Short', 'Comedy', 'Horror']"
Juana C. the Movie,young woman faroff province sent study prestigious manila university get caught wrong crowd end becoming highclass prostitute expose corruption government,['Comedy']
Man with a Bolex Movie Camera,man bolex movie camera tell story young film obsessed couple ryan chrissy decide make sex tape together desired medium course mm film hence manually operated bolex motion picture camera becomes weapon choice hilarity ensues encounter obstacle obstacle eventually forced realize shooting film isnt easy thought would,"['Short', 'Comedy']"
ShinChan Movie Villain Aur Dulhan,shinchan nohara sends girl named tamiko mission bring fiveyearold self time period right captured reaching past claim shinchans bride take friend wild adventure try save world come,['Comedy']
The Disappearance of Alice Creed Movie Trailer,two men abduct woman intending collect ransom wealthy father one man know however hostage former girlfriend kidnapper wait response demand secret rev,"['Short', 'Action']"
Hakuouki SSL: Sweet School Life the Movie,liveaction theatrical film hakuoki ssl spinoff popular hakuoki otome game series reimagines cast shinsengumi samurai warrior teacher student living peaceful existence modern japan,"['Comedy', 'Romance']"
White House: The Movie,urban thriller based bestselling book new york time best selling author jaquavis coleman white house urban suspensethriller chronicle murder notorious drug kingpin unfortunate event followed maid devise plan robbery apparent perfect plan turn sour lead murder kidnapping web deceit,['Crime']
Cult Movie,third jp ritter series take medium bias religious cult called true hand new assistant tow jp head eastern california desert meet talk witness everything true hand received word god group head towards holy sanctuary divinity settle await god instruction unbeknownst leader true hand one received word fbi using inside source tracking movement week group settled preparing make move jp may caught middle least camera,['Horror']
Este Does Not Make a Movie,young amateur filmmaker hired behindthescenes director local indie film project quickly sends spiral madness,['Comedy']
How to Make a Zombie Movie,think really happens group independent film maker get together create zombie short inspired immortal classic george romero film night living dead,"['Documentary', 'Short', 'Comedy']"
Kêtai deka 3 the movie: Môningu musume. kyuushutsu daisakusen! - Pandora no hako no himitsu,mei kai yui high school student also act undercover agent detective dispatched mission tokyo police request assistance threat popular idol band morning musume received dispatched band guard concert well one school girl disappears,['Action']
Tony Cairoli the Movie,seven motocross world title name legendary tony cairoli one alltime great sport sicilian get top story revealed new documentary tony cairoli movie,['Documentary']
If Life Was a Scary Movie,emma vivian attend party soon forget friend mysteriously vanish halloween bash,"['Short', 'Horror']"
A Minecraft Ninja Turtle Movie,little ropo minevengers team ninja turtle order stop evil force putting world danger,['Animation']
Movie Night,engaged couple melissa daryl enjoy watching movie melissa gonzalez proud afrotina unleashes issue yet married despite recent engagement,['Short']
Plant This Movie,plant movie explores zeitgeist urban farming around world havana cuba community urban farmer city diverse shanghai calcutta addis ababa london lima,['Documentary']
An Australian Horror Movie,group socalled american high school student find voluntarily trapped haunted mansion easily escape yet choose stay inside jock must keep,"['Short', 'Comedy']"
Swing: a short movie,life like big swing ups down end leave anyways,['Short']
This Is Our Secret Movie,deep wood young couple seek peace tranquility presence others company favorite secret hiding spot one day thing take unexpected turn worse two unwelcome guest appear paradise soon turn fight survival suspenseful thriller secret movie starring susie duecker amp zene coley stephen levant amp ruthellen cheney produced kaon multimedia written directed edited kalechi noel,"['Short', 'Action']"
